comment,likes,replies,engagement,label,length,clean_comment,label_id
hikmah dari mobil taksi adalah kai mgkin tdk akan tau sistem mreka itu bermasalah,0,0,0,negatif,81,hikmah dari mobil taksi adalah kai mgkin tdk akan tau sistem mreka itu bermasalah,0
"jangan nyalahin ini ituyg jelas human error semua nanti ada tim investigasi
tugas netizen doain ajabiar korban selamat disehatkan kembalidan berdoa untuk kotban meninggal dunia semoga segala amal baik diterima allah taala",0,0,0,positif,221,jangan nyalahin ini ituyg jelas human error semua nanti ada tim investigasi tugas netizen doain ajabiar korban selamat disehatkan kembalidan berdoa untuk kotban meninggal dunia semoga segala amal baik diterima allah taala,2
kereta satu nabrak taksi kereta dua tidak bisa ganti jalur karna gangguan kereta pertama kereta ketiga nabrak kereta kedua karna berhenti di jalur nya harusnya sih memberi informasi kereta ketiga kalau ada insiden tapi kendala signal eror jadinya wassalam semua,0,0,0,netral,261,kereta satu nabrak taksi kereta dua tidak bisa ganti jalur karna gangguan kereta pertama kereta ketiga nabrak kereta kedua karna berhenti di jalur nya harusnya sih memberi informasi kereta ketiga kalau ada insiden tapi kendala signal eror jadinya wassalam semua,1
sakit banget liat nya,0,0,0,positif,21,sakit banget liat nya,2
itu bukan error tapi dari lampu merah ke hijaunya ga keliatan karena sudah keburu keretanya lewat,0,0,0,negatif,97,itu bukan error tapi dari lampu merah ke hijaunya ga keliatan karena sudah keburu keretanya lewat,0
ternyata begitu alur kejadian sebenarnya,0,0,0,netral,40,ternyata begitu alur kejadian sebenarnya,1
ya allah ngeriiiii bangeeeettttt,0,0,0,positif,32,ya allah ngeriiiii bangeeeettttt,2
"mobil berhenti di rel  pemicu awal trigger
error sinyal  sistem  penyebab utama root cause
tanpa kegagalan sistem kereta seharusnya
berhenti
atau minimal melambat",0,0,0,negatif,162,mobil berhenti di rel pemicu awal trigger error sinyal sistem penyebab utama root cause tanpa kegagalan sistem kereta seharusnya berhenti atau minimal melambat,0
ini yg saya butuhkan ilustrasi bergerak,0,0,0,positif,39,ini yg saya butuhkan ilustrasi bergerak,2
yang nyalagin kai yg nyalain sistem yg nyalahi komunikasi  apakah mungkin orang yg suka nyelonong kalau ada kereta mau lewat yaaaa,0,0,0,negatif,130,yang nyalagin kai yg nyalain sistem yg nyalahi komunikasi apakah mungkin orang yg suka nyelonong kalau ada kereta mau lewat yaaaa,0
masinisnya terampil juga sehingga tidak membuat anjlok kereta argo inalilahi wa inalilahi rojiun insyaallah yg berpulang sudah husnul khatimah alfatihah aamiinx yra ,0,0,0,positif,165,masinisnya terampil juga sehingga tidak membuat anjlok kereta argo inalilahi wa inalilahi rojiun insyaallah yg berpulang sudah husnul khatimah alfatihah aamiinx yra,2
 baskara tetelan sapi,0,0,0,netral,21,baskara tetelan sapi,1
yang tadinya satu kejadian malah jadi  kejadian akibat supir taksi buangan blubird,0,0,0,negatif,82,yang tadinya satu kejadian malah jadi kejadian akibat supir taksi buangan blubird,0
"kai kereta harus nya lebih memperhatikan sinyal dan suara di dalam kereta biar tidak ada kejadian seperti ini lagi
untuk pengendara jika sudah kereta sedang lewat jangan terobos",0,0,0,positif,177,kai kereta harus nya lebih memperhatikan sinyal dan suara di dalam kereta biar tidak ada kejadian seperti ini lagi untuk pengendara jika sudah kereta sedang lewat jangan terobos,2
kirain krl yang nabrak taxi ternyata beda krl ya,0,0,0,netral,48,kirain krl yang nabrak taxi ternyata beda krl ya,1
kai  taxi harus bertanggungjawab penuh,0,0,0,negatif,38,kai taxi harus bertanggungjawab penuh,0
"serius signal eror
yakin",0,0,0,negatif,24,serius signal eror yakin,0
inalillahi wa inalilahi rojiun,0,0,0,positif,30,inalillahi wa inalilahi rojiun,2
ya allah kalo udah suruh berhenti ya berhenti kenapa si yg pernah gua baca kalo ada kereta udah mau deket terus mobil maksa nerobos emang mesin mobil bakal otomatis mati makanya kebanyakan mobil gede juga kalo maksa nerobos bakalan mati ditengah rel,0,0,0,negatif,249,ya allah kalo udah suruh berhenti ya berhenti kenapa si yg pernah gua baca kalo ada kereta udah mau deket terus mobil maksa nerobos emang mesin mobil bakal otomatis mati makanya kebanyakan mobil gede juga kalo maksa nerobos bakalan mati ditengah rel,0
wajib tuntut taxi greensm juga sih,0,0,0,negatif,34,wajib tuntut taxi greensm juga sih,0
diluar bahwa ini musibah kurang koordinasi dan informasi kemungkinan ya apa masinis gak tau kereta di depan dan dibelakang nya dlm  jalur itu semoga para korban diampuni dosanya dilapangkan kuburnya dan diterima semua amal ibadahnya aamiin,0,0,0,positif,239,diluar bahwa ini musibah kurang koordinasi dan informasi kemungkinan ya apa masinis gak tau kereta di depan dan dibelakang nya dlm jalur itu semoga para korban diampuni dosanya dilapangkan kuburnya dan diterima semua amal ibadahnya aamiin,2
untung malamnya gw naik grab ga naik krl,0,0,0,negatif,40,untung malamnya gw naik grab ga naik krl,0
jelasin ih mksdnya ad mobil mogok  trs kecelakaan kereta atau gmn ya,0,0,0,netral,68,jelasin ih mksdnya ad mobil mogok trs kecelakaan kereta atau gmn ya,1
ini udh rencana allah guys ditambah signal eror ,0,0,0,positif,48,ini udh rencana allah guys ditambah signal eror,2
berawal gara gara taxi gak sabaran,0,0,0,negatif,34,berawal gara gara taxi gak sabaran,0
bahaya ya gerbong belakang sama depan,0,0,0,negatif,37,bahaya ya gerbong belakang sama depan,0
taxi ijo matiin komentar,0,0,0,negatif,24,taxi ijo matiin komentar,0
bearti sinyal lampu error juga salah,0,0,0,negatif,36,bearti sinyal lampu error juga salah,0
ada berita besar apa lagi ini yg di tutup tutupi,0,3,3,negatif,48,ada berita besar apa lagi ini yg di tutup tutupi,0
sinyal eror but human eror,0,0,0,negatif,26,sinyal eror but human eror,0
ini yg di tabrak ka argo itu krl yg tdinya nabrak taksi ya atau aada ka lain yg berhentitlong bntu jawab,0,0,0,netral,104,ini yg di tabrak ka argo itu krl yg tdinya nabrak taksi ya atau aada ka lain yg berhentitlong bntu jawab,1
kok bisa sinyalnya telatteledor atau bagaimana,0,0,0,netral,46,kok bisa sinyalnya telatteledor atau bagaimana,1
kejadian ini saling berkaitan satu sama lain kalo mau salahan ya sepertinya ga akan ada habisnya dari pihak taksi salah knp nerobos saat evakuasi kereta yg nabrak taksi pun ada titik salahnya karena pasti ada kerumunan penumpang yg chaos sehingga kereta di jalur lain harus ikutan berhenti sistem sinyal kereta pun salah eror dan takdirnya yg harus lewat saat itu adalah kereta cepat argo bromo malam hari kebayang secepet apa itu keretanya karena aku sering naik argo bromo kelalaian manusianya pun juga ada baik supir taksi dan masinis argo bromo kita doakan bersama semoga masalah ini segera tertangani sampai ke sistem kainya para korban semoga mati syahid dan keluarga korban diberi ketabahan kesabaran dan kekuatan selalu berdoa dan bersyukur dimanapun kita berada kematian hanya allah yg tau dan itu sangat dekat ,0,0,0,positif,820,kejadian ini saling berkaitan satu sama lain kalo mau salahan ya sepertinya ga akan ada habisnya dari pihak taksi salah knp nerobos saat evakuasi kereta yg nabrak taksi pun ada titik salahnya karena pasti ada kerumunan penumpang yg chaos sehingga kereta di jalur lain harus ikutan berhenti sistem sinyal kereta pun salah eror dan takdirnya yg harus lewat saat itu adalah kereta cepat argo bromo malam hari kebayang secepet apa itu keretanya karena aku sering naik argo bromo kelalaian manusianya pun juga ada baik supir taksi dan masinis argo bromo kita doakan bersama semoga masalah ini segera tertangani sampai ke sistem kainya para korban semoga mati syahid dan keluarga korban diberi ketabahan kesabaran dan kekuatan selalu berdoa dan bersyukur dimanapun kita berada kematian hanya allah yg tau dan itu sangat dekat,2
ya allah ke bayang yg di dpn sma yg di tabrak di belakang,0,0,0,positif,57,ya allah ke bayang yg di dpn sma yg di tabrak di belakang,2
taksi salah kai juga harus cek sih kenapa signal bisa error senggaknya kalau signal gak error argo bromo bisa ngerem dari jauh dan korbannya gak akan sebanyak ini tapi ini taksi ijo emang terkenal juga sering ngelanggar driver nya cabutan dari mana tau,0,0,0,negatif,252,taksi salah kai juga harus cek sih kenapa signal bisa error senggaknya kalau signal gak error argo bromo bisa ngerem dari jauh dan korbannya gak akan sebanyak ini tapi ini taksi ijo emang terkenal juga sering ngelanggar driver nya cabutan dari mana tau,0
owalah kirain yg di tabrak dari belakangkereta yg nabrak taksiternyata ada  kereta api,0,0,0,netral,86,owalah kirain yg di tabrak dari belakangkereta yg nabrak taksiternyata ada kereta api,1
intinya semua ini gara taxi,0,0,0,negatif,27,intinya semua ini gara taxi,0
bahas mobilnyaaakreta muluuuu salahkreta pk jlur sdr itu,0,0,0,netral,56,bahas mobilnyaaakreta muluuuu salahkreta pk jlur sdr itu,1
jd takut aku naik kereta,0,0,0,negatif,24,jd takut aku naik kereta,0
benci banget ama taxi nya,0,0,0,negatif,25,benci banget ama taxi nya,0
intinya kereta udh ada jadwal dan jalur pribadi cb klo taksi ga egois ga bakal sinyal eror dan menghambat jadwal,0,0,0,negatif,112,intinya kereta udh ada jadwal dan jalur pribadi cb klo taksi ga egois ga bakal sinyal eror dan menghambat jadwal,0
si taksi ini ga sabaran biasanya nih makanya nrobos palang kereta ,0,0,0,negatif,66,si taksi ini ga sabaran biasanya nih makanya nrobos palang kereta,0
kalo beda jalur kenapa kereta yang tertabrak argo anggrek ngga jalan saja ya,0,0,0,netral,76,kalo beda jalur kenapa kereta yang tertabrak argo anggrek ngga jalan saja ya,1
masuknya dalem bngt gimana itu keadaan orang yang dlm kereta,0,0,0,positif,60,masuknya dalem bngt gimana itu keadaan orang yang dlm kereta,2
dugaanku awalnya taxi yg ketabrak jadilah sistem eror akhirnya terjadilah laka gitu moga ga byk korban,0,0,0,positif,102,dugaanku awalnya taxi yg ketabrak jadilah sistem eror akhirnya terjadilah laka gitu moga ga byk korban,2
oh jdi ini yg di tbraknya bukan yang kereta nabrak taksi itu bukan si,0,0,0,netral,69,oh jdi ini yg di tbraknya bukan yang kereta nabrak taksi itu bukan si,1
fix salah taksi nya kenapa ada du tengah tengah semisal gk ada taksi di tengah aman greget gue sama taksi itu,0,0,0,netral,109,fix salah taksi nya kenapa ada du tengah tengah semisal gk ada taksi di tengah aman greget gue sama taksi itu,1
kasih tau gw keadaan masinis nya,0,0,0,positif,32,kasih tau gw keadaan masinis nya,2
kalo taxi gak egois nerobos yg jelas udh di palang  gak akan ada insiden  udh banyak bngt kejadian yg merugikan banyak org akibat nerobos rel kereta api  menurut ku ,0,0,0,negatif,165,kalo taxi gak egois nerobos yg jelas udh di palang gak akan ada insiden udh banyak bngt kejadian yg merugikan banyak org akibat nerobos rel kereta api menurut ku,0
ada yang tahu  kenapa krl harus harus nunggu di st bektim  padahal beda jalur sama krl yang nabrak tadi ,0,0,0,netral,104,ada yang tahu kenapa krl harus harus nunggu di st bektim padahal beda jalur sama krl yang nabrak tadi,1
fakta yg sulit dibantah orang ga sabaran buat melintas rel kereta klo ga ada tu taxi segala nyebrang terus ketabrak ga bakal kejadian,0,0,0,negatif,133,fakta yg sulit dibantah orang ga sabaran buat melintas rel kereta klo ga ada tu taxi segala nyebrang terus ketabrak ga bakal kejadian,0
kalo mobil ga nyangkut semua ga akan terjadi thats simpel,0,0,0,negatif,57,kalo mobil ga nyangkut semua ga akan terjadi thats simpel,0
jd kereta nya ada  ,0,0,0,netral,19,jd kereta nya ada,1
sebenarnya udah di jalur masing masing hanya saja karena ada kecelakaan taxi itu mengakibatkan jalan kereta yang nurunin penumpang jadi tertutup karena adanya evakuasi taxi di depan dan kecelakaan juga terjadi bukan sepenuhnya karena taksi melainkan krna sistem nya eror,0,0,0,negatif,270,sebenarnya udah di jalur masing masing hanya saja karena ada kecelakaan taxi itu mengakibatkan jalan kereta yang nurunin penumpang jadi tertutup karena adanya evakuasi taxi di depan dan kecelakaan juga terjadi bukan sepenuhnya karena taksi melainkan krna sistem nya eror,0
ketauan jarang di maintence,0,0,0,negatif,27,ketauan jarang di maintence,0
"berarti ada  kereta dan  taxi ya
kereta  nabrak taxi
kereta  ditabrak kereta ",0,0,0,netral,77,berarti ada kereta dan taxi ya kereta nabrak taxi kereta ditabrak kereta,1
eh bukan mau nyalahin siapa siapa tapi kalo ada yg mogok di tengah rell gitu tolong bantu bareng bareng dorong plis soalnya yg rugi banyak bgt sama rugi nyawa juga,0,0,0,negatif,163,eh bukan mau nyalahin siapa siapa tapi kalo ada yg mogok di tengah rell gitu tolong bantu bareng bareng dorong plis soalnya yg rugi banyak bgt sama rugi nyawa juga,0
jadi ini sebenernyaa kereta ke  di tabrak sama keretea ke  yah bukan krta yg nabrak taksi terus krtanya nbrak si yg nbrk tksi itu,0,0,0,netral,129,jadi ini sebenernyaa kereta ke di tabrak sama keretea ke yah bukan krta yg nabrak taksi terus krtanya nbrak si yg nbrk tksi itu,1
y allah gk ngerti mksdnya sma brita ktbrakan krta bekasi,0,0,0,netral,56,y allah gk ngerti mksdnya sma brita ktbrakan krta bekasi,1
sinyal ada pengendali nya ngga pegawe sinyal nya ga tidur kan rip smga jdi pembelajaran,0,0,0,netral,87,sinyal ada pengendali nya ngga pegawe sinyal nya ga tidur kan rip smga jdi pembelajaran,1
ini antara kesalahan manusia atau ada sangkut pautnya dengan hal goib,0,0,0,netral,69,ini antara kesalahan manusia atau ada sangkut pautnya dengan hal goib,1
ga kebayang sama yg di belakang yg kena hantaman duluan,0,0,0,positif,55,ga kebayang sama yg di belakang yg kena hantaman duluan,2
intinya buat seluruh rakyat indonesia jgn nerobos palang atau melewati palang kalau sudah dekat keretanya,0,0,0,positif,105,intinya buat seluruh rakyat indonesia jgn nerobos palang atau melewati palang kalau sudah dekat keretanya,2
padahal jika bukan krn taxi maka kecelakaan ini tidak akan terjadi penyebab uraadl taxi lain nya itu menyusul,0,0,0,negatif,109,padahal jika bukan krn taxi maka kecelakaan ini tidak akan terjadi penyebab uraadl taxi lain nya itu menyusul,0
liat kesalahan  orang nerobos bikin celaka banyak orang walaupun itu takdir tapi plis lah taati klw lg lewat perlintasan kereta api klw sudah gini bnyk korban apalagi masinis nya itu pun pasti kaget ada kereta di depan ini bkn motor atw mobil yang bisa rem mendadak moga khusnulkhotimah yang korban meninggal aamiin,0,0,0,positif,315,liat kesalahan orang nerobos bikin celaka banyak orang walaupun itu takdir tapi plis lah taati klw lg lewat perlintasan kereta api klw sudah gini bnyk korban apalagi masinis nya itu pun pasti kaget ada kereta di depan ini bkn motor atw mobil yang bisa rem mendadak moga khusnulkhotimah yang korban meninggal aamiin,2
semua gara driver taksi online menjadi sinyal jaringan error,0,0,0,negatif,60,semua gara driver taksi online menjadi sinyal jaringan error,0
udh takdir semua atas izin allah semoga yg di tinggalkan di beri ketabahan dan kesabaran aamiin,0,1,1,positif,95,udh takdir semua atas izin allah semoga yg di tinggalkan di beri ketabahan dan kesabaran aamiin,2
kabar masinis nya gimana ya,0,1,1,positif,27,kabar masinis nya gimana ya,2
gara  pengendara yg g sabar jd bnyk korbanny,0,0,0,negatif,44,gara pengendara yg g sabar jd bnyk korbanny,0
kok bisa sih ada dua kereta dalam satu rel guys apalagi yang argo bromo itu katanya cepat kok bisa satu rel awam banget nih gue,0,0,0,netral,127,kok bisa sih ada dua kereta dalam satu rel guys apalagi yang argo bromo itu katanya cepat kok bisa satu rel awam banget nih gue,1
dari tadi baca berita ttg ini tu isinya org pada berantem yg salah taxi vs kai pdhl semua pihak dievaluasi kan gak masalah ya knapa pd ribut sih,0,0,0,netral,144,dari tadi baca berita ttg ini tu isinya org pada berantem yg salah taxi vs kai pdhl semua pihak dievaluasi kan gak masalah ya knapa pd ribut sih,1
masinis nya gimna itu dan penumpang lain nyaa ,0,0,0,positif,46,masinis nya gimna itu dan penumpang lain nyaa,2
kalian pada nyalahin taxi tapi gak nyalahin pak ogah yang suruh tetap maju taxi tersebut,0,0,0,negatif,88,kalian pada nyalahin taxi tapi gak nyalahin pak ogah yang suruh tetap maju taxi tersebut,0
di toko aku ada supir taxi ijo masih kerja tapi minum sampe mabok ,0,0,0,negatif,66,di toko aku ada supir taxi ijo masih kerja tapi minum sampe mabok,0
telat ngasih sinyal ,0,0,0,negatif,20,telat ngasih sinyal,0
"my deepest condolences for the tragedy
that has occurred  i hope for
recovery and strength for all those impacted ",0,0,0,positif,114,my deepest condolences for the tragedy that has occurred i hope for recovery and strength for all those impacted,2
iya pun signal ga eror emang sempet ya argo bromo ini ngerem biar ga tabrakan beneran nanya ini mah,0,0,0,netral,99,iya pun signal ga eror emang sempet ya argo bromo ini ngerem biar ga tabrakan beneran nanya ini mah,1
lebih baik lambat dari pada selamat,0,0,0,positif,35,lebih baik lambat dari pada selamat,2
intinya taxi itu penyebab utamanya,0,0,0,negatif,34,intinya taxi itu penyebab utamanya,0
supir taksi harus di proses hukum kl tidak ada kejadian taksi tidak akan ada laka kereta comiter line dan argobromo anggrek,0,0,0,negatif,123,supir taksi harus di proses hukum kl tidak ada kejadian taksi tidak akan ada laka kereta comiter line dan argobromo anggrek,0
